ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
T141	僧	僧	tsɐŋ55	tʃɐŋ55	zang1	2002年楊煥典《現代漢語方言音庫(字庫)》P365-366		
T142	丁	丁	teŋ55	teŋ55	ding1	2002年楊煥典《現代漢語方言音庫(字庫)》P365-366	姓～	
T143	聽	听	thɛŋ55	tʰɛŋ55	teng1	2002年楊煥典《現代漢語方言音庫(字庫)》P365-366	好～	原文誤作[theŋ33]
T144	統	统	thuŋ35	tʰʊŋ35	tung2	2002年楊煥典《現代漢語方言音庫(字庫)》P365-366		
T145	鬆	松	tshuŋ21	tʃʰʊŋ21	cung4	2002年楊煥典《現代漢語方言音庫(字庫)》P365-366	～樹	
T146	雄	雄	huŋ21	hʊŋ21	hung4	2002年楊煥典《現代漢語方言音庫(字庫)》P367-368		
T147	熊	熊	juŋ21	jʊŋ21	jung4	2002年楊煥典《現代漢語方言音庫(字庫)》P367-368		
B12	澈	澈	tshit3	tʃʰit3	cit3	2002年楊煥典《現代漢語方言音庫(字庫)》P369-370		
B21	輟	辍	tsyt3	tʃyt3	zyut3	2002年楊煥典《現代漢語方言音庫(字庫)》P369-370		原文誤作[tsy33]
B23	嗟	嗟	tsɛ55	tʃɛ55	ze1	2002年楊煥典《現代漢語方言音庫(字庫)》P369-370		
B27	偕	偕	hai21	hai21	haai4	2002年楊煥典《現代漢語方言音庫(字庫)》P369-370		
B28	攜	携	kwhɐi21	kʷʰɐi21	kwai4	2002年楊煥典《現代漢語方言音庫(字庫)》P369-370		
B44	蝕	蚀	sek2	ʃek2	sik6	2002年楊煥典《現代漢語方言音庫(字庫)》P371-372		
B49	鄙	鄙	phi35	pʰi35	pi2	2002年楊煥典《現代漢語方言音庫(字庫)》P371-372		
B50	闢	辟	phek5	pʰek5	pik1	2002年楊煥典《現代漢語方言音庫(字庫)》P371-372	復～	
B51	闢	辟	phek5	pʰek5	pik1	2002年楊煥典《現代漢語方言音庫(字庫)》P371-372	開～	
B52	泌	泌	pi33	pi33	bi3	2002年楊煥典《現代漢語方言音庫(字庫)》P371-372	分～	
B60	棲	栖	tshɐi55	tʃʰɐi55	cai1	2002年楊煥典《現代漢語方言音庫(字庫)》P373-374		
B62	迄	迄	hɐt5	hɐt5	hat1	2002年楊煥典《現代漢語方言音庫(字庫)》P373-374		原文誤作[het5]
B63	泣	泣	jɐp5	jɐp5	jap1	2002年楊煥典《現代漢語方言音庫(字庫)》P373-374		原文誤作[jep5]
B64	兮	兮	hɐi21	hɐi21	hai4	2002年楊煥典《現代漢語方言音庫(字庫)》P373-374		
B65	奚	奚	hɐi21	hɐi21	hai4	2002年楊煥典《現代漢語方言音庫(字庫)》P373-374		
B67	璽	玺	ɬɐi35	ɬɐi35	slai2	2002年楊煥典《現代漢語方言音庫(字庫)》P375-376		
B68	徙	徙	ɬɐi35	ɬɐi35	slai2	2002年楊煥典《現代漢語方言音庫(字庫)》P375-376		
B69	遺	遗	wɐi21	wɐi21	wai4	2002年楊煥典《現代漢語方言音庫(字庫)》P375-376		
B71	僕	仆	phuk2	pʰʊk2	puk6	2002年楊煥典《現代漢語方言音庫(字庫)》P375-376		
B74	曝	曝	puk2	pʊk2	buk6	2002年楊煥典《現代漢語方言音庫(字庫)》P375-376		原文誤作[pɔk2]
B102	悴	悴	tsui33	tʃʰui33	cui3	2002年楊煥典《現代漢語方言音庫(字庫)》P377-378		
B103	粹	粹	tsui33	tʃʰui33	cui3	2002年楊煥典《現代漢語方言音庫(字庫)》P377-378		
B104	遂	遂	ɬui22	ɬui22	slui6	2002年楊煥典《現代漢語方言音庫(字庫)》P377-378		
B107	彙	汇	wui22	wui22	wui6	2002年楊煥典《現代漢語方言音庫(字庫)》P377-378		
B108	彗	彗	wɐi22	wɐi22	wai6	2002年楊煥典《現代漢語方言音庫(字庫)》P377-378		
B176	迥	迥	kweŋ35	kʷeŋ35	gwing2	2002年楊煥典《現代漢語方言音庫(字庫)》P379-380		
B15	軋	轧	tsat3	tʃat3	zaat3	2002年楊煥典《現代漢語方言音庫(字庫)》P379-380		
B26	傻	傻	ɬɔ21	ɬɔ21	slo4	2002年楊煥典《現代漢語方言音庫(字庫)》P379-380		
B27	蝦	蝦	ha21	ha21	haa4	2002年楊煥典《現代漢語方言音庫(字庫)》P379-380	～蟆	
B28	佳	佳	kai55	kai55	gaai1	2002年楊煥典《現代漢語方言音庫(字庫)》P379-380		
B34	匣	匣	hap22	hap2	haap6	2002年楊煥典《現代漢語方言音庫(字庫)》P381-382		
B54	蛙	蛙	wa55	wa55	waa1	2002年楊煥典《現代漢語方言音庫(字庫)》P381-382		
B82	喝	喝	hɔt3	hɔt3	hot3	2002年楊煥典《現代漢語方言音庫(字庫)》P381-382	～彩	
B85	赫	赫	hak3	hak3	haak3	2002年楊煥典《現代漢語方言音庫(字庫)》P381-382		
B86	厄	厄	ŋɐk5	ŋɐk5	ngak1	2002年楊煥典《現代漢語方言音庫(字庫)》P381-382		
B87	扼	扼	ŋɐk5	ŋɐk5	ngak1	2002年楊煥典《現代漢語方言音庫(字庫)》P383-384		
B99	諾	诺	nɔk2	nɔk2	nok6	2002年楊煥典《現代漢語方言音庫(字庫)》P383-384		
B108	拙	拙	tsyt2	tʃyt2	zyut6	2002年楊煥典《現代漢語方言音庫(字庫)》P383-384		應讀[tsyt3]
B115	綽	绰	tshœk3	tʃʰœk3	coek3	2002年楊煥典《現代漢語方言音庫(字庫)》P383-384		
B116	若	若	jœk2	jœk2	joek6	2002年楊煥典《現代漢語方言音庫(字庫)》P383-384		
B127	沃	沃	juk5	jʊk5	juk1	2002年楊煥典《現代漢語方言音庫(字庫)》P385-386		
B136	臬	臬	nit2	nit2	nit6	2002年楊煥典《現代漢語方言音庫(字庫)》P385-386		
B149	竭	竭	khit3	kʰit3	kit3	2002年楊煥典《現代漢語方言音庫(字庫)》P385-386		
B152	怯	怯	hip3	hip3	hip3	2002年楊煥典《現代漢語方言音庫(字庫)》P385-386		
B156	挾	挟	kap3	kap3	gaap3	2002年楊煥典《現代漢語方言音庫(字庫)》P385-386		
B158	諧	谐	hai21	hai21	haai4	2002年楊煥典《現代漢語方言音庫(字庫)》P387-388		
B164	謁	谒	jit3	jit3	jit3	2002年楊煥典《現代漢語方言音庫(字庫)》P387-388		
B169	掘	掘	kwɐt2	kʷɐt2	gwat6	2002年楊煥典《現代漢語方言音庫(字庫)》P387-388		原文誤作[kwet2]
B180	閱	阅	jyt2	jyt2	jyut6	2002年楊煥典《現代漢語方言音庫(字庫)》P387-388		
B187	俟	俟	sɿ22	sɿ22	sy6	2002年楊煥典《現代漢語方言音庫(字庫)》P387-388		
B193	擲	掷	tsek5	tʃek5	zik1	2002年楊煥典《現代漢語方言音庫(字庫)》P389-390		
B213	而	而	ji21	ji21	ji4	2002年楊煥典《現代漢語方言音庫(字庫)》P389-390		
B214	爾	尔	ji24	ji24	ji5	2002年楊煥典《現代漢語方言音庫(字庫)》P389-390		
B220	敝	敝	pi22	pi22	bi6	2002年楊煥典《現代漢語方言音庫(字庫)》P389-390		
B223	臂	臂	pi33	pi33	bi3	2002年楊煥典《現代漢語方言音庫(字庫)》P389-390		
B233	匿	匿	nek5	nek5	nik1	2002年楊煥典《現代漢語方言音庫(字庫)》P391-392		
B234	溺	溺	nek2	nek2	nik6	2002年楊煥典《現代漢語方言音庫(字庫)》P391-392		
B251	戚	戚	tshek5	tʃʰek5	cik1	2002年楊煥典《現代漢語方言音庫(字庫)》P391-392		
B253	乞	乞	hɐt5	hɐt5	hat1	2002年楊煥典《現代漢語方言音庫(字庫)》P391-392		
B264	系	系	hɐi22	hɐi22	hai6	2002年楊煥典《現代漢語方言音庫(字庫)》P391-392		
B267	夷	夷	ji21	ji21	ji4	2002年楊煥典《現代漢語方言音庫(字庫)》P393-394		
B272	憶	忆	jek5	jek5	jik1	2002年楊煥典《現代漢語方言音庫(字庫)》P393-394		
B274	亦	亦	jek2	jek2	jik6	2002年楊煥典《現代漢語方言音庫(字庫)》P393-394		
B277	逸	逸	jɐt2	jɐt2	jat6	2002年楊煥典《現代漢語方言音庫(字庫)》P393-394		
B284	暮	暮	mu22	mu22	mu6	2002年楊煥典《現代漢語方言音庫(字庫)》P393-394		
B290	篤	笃	tuk5	tʊk5	duk1	2002年楊煥典《現代漢語方言音庫(字庫)》P395-396		
B327	斛	斛	huk2	hʊk2	huk6	2002年楊煥典《現代漢語方言音庫(字庫)》P395-396		
B336	縷	缕	ly24	ly24	lyu5	2002年楊煥典《現代漢語方言音庫(字庫)》P395-396		
B350	旭	旭	juk5	jʊk5	juk1	2002年楊煥典《現代漢語方言音庫(字庫)》P395-396		
B352	恤	恤	ɬɐt5	ɬɐt5	slat1	2002年楊煥典《現代漢語方言音庫(字庫)》P395-396		
B353	畜	畜	tshuk5	tʃʰʊk5	cuk1	2002年楊煥典《現代漢語方言音庫(字庫)》P397-398		
B356	羽	羽	jy24	jy24	jyu5	2002年楊煥典《現代漢語方言音庫(字庫)》P397-398		
B358	鬱	郁	juk5	jʊk5	juk1	2002年楊煥典《現代漢語方言音庫(字庫)》P397-398		
B360	域	域	wek2	wek2	wik6	2002年楊煥典《現代漢語方言音庫(字庫)》P397-398		
B361	欲	欲	juk2	jʊk2	juk6	2002年楊煥典《現代漢語方言音庫(字庫)》P397-398		
B370	乃	乃	nai24	nai24	naai5	2002年楊煥典《現代漢語方言音庫(字庫)》P399-400		
B432	綴	缀	tsui33	tʃui33	zui3	2002年楊煥典《現代漢語方言音庫(字庫)》P399-400		
B436	稅	税	sui33	ʃui33	sui3	2002年楊煥典《現代漢語方言音庫(字庫)》P399-400		
B437	蕊	蕊	jui24	jui24	jui5	2002年楊煥典《現代漢語方言音庫(字庫)》P399-400		
B449	桅	桅	ŋɐi21	ŋɐi21	ngai4	2002年楊煥典《現代漢語方言音庫(字庫)》P399-400		
B450	委	委	wai35	wɐi35	wai2	2002年楊煥典《現代漢語方言音庫(字庫)》P401-402		
B476	聊	聊	liu21	liu21	liu4	2002年楊煥典《現代漢語方言音庫(字庫)》P401-402		
B477	燎	燎	liu21	liu21	liu4	2002年楊煥典《現代漢語方言音庫(字庫)》P401-402	～原	
B478	燎	燎	liu21	liu21	liu4	2002年楊煥典《現代漢語方言音庫(字庫)》P401-402	火～眉毛	
B484	蕭	萧	ɬiu55	ɬiu55	sliu1	2002年楊煥典《現代漢語方言音庫(字庫)》P401-402		
B485	囂	嚣	hiu55	hiu55	hiu1	2002年楊煥典《現代漢語方言音庫(字庫)》P403-404		
B489	堯	尧	jiu21	jiu21	jiu4	2002年楊煥典《現代漢語方言音庫(字庫)》P403-404		
B493	否	否	fɐu35	fɐu35	fau2	2002年楊煥典《現代漢語方言音庫(字庫)》P403-404		
B498	奏	奏	tsɐu33	tʃɐu33	zau3	2002年楊煥典《現代漢語方言音庫(字庫)》P403-404		
B512	歐	欧	ɐu55	ɐu55	au1	2002年楊煥典《現代漢語方言音庫(字庫)》P403-404		
B514	謬	谬	mɐu22	mɐu22	mau6	2002年楊煥典《現代漢語方言音庫(字庫)》P405-406		
B552	棧	栈	tsan22	tʃan22	zaan6	2002年楊煥典《現代漢語方言音庫(字庫)》P405-406		
B553	站	站	tsam22	tʃam22	zaam6	2002年楊煥典《現代漢語方言音庫(字庫)》P405-406	～立	
B554	綻	绽	tsan22	tʃan22	zaan6	2002年楊煥典《現代漢語方言音庫(字庫)》P405-406		
B555	蟬	蝉	sim21	ʃim21	sim4	2002年楊煥典《現代漢語方言音庫(字庫)》P405-406		
B566	酣	酣	hɐm21	hɐm21	ham4	2002年楊煥典《現代漢語方言音庫(字庫)》P407-408		
B590	漸	渐	tsim22	tʃim22	zim6	2002年楊煥典《現代漢語方言音庫(字庫)》P407-408		
B613	晏	晏	an33	an33	aan3	2002年楊煥典《現代漢語方言音庫(字庫)》P407-408		
B632	倦	倦	kyn22	kyn22	gyun6	2002年楊煥典《現代漢語方言音庫(字庫)》P407-408		
B634	犬	犬	hyn35	hyn35	hyun2	2002年楊煥典《現代漢語方言音庫(字庫)》P407-408		
B635	喧	喧	hyn55	hyn55	hyun1	2002年楊煥典《現代漢語方言音庫(字庫)》P409-410		
B636	玄	玄	jyn21	jyn21	jyun4	2002年楊煥典《現代漢語方言音庫(字庫)》P409-410		
B637	旋	旋	ɬyn21	ɬyn21	slyun4	2002年楊煥典《現代漢語方言音庫(字庫)》P409-410		
B638	淵	渊	jyn55	jyn55	jyun1	2002年楊煥典《現代漢語方言音庫(字庫)》P409-410		
B645	岑	岑	tshɐm21	tʃʰɐm21	cam4	2002年楊煥典《現代漢語方言音庫(字庫)》P409-410		
B656	甚	甚	sɐm22	ʃɐm22	sam6	2002年楊煥典《現代漢語方言音庫(字庫)》P411-412		
B677	釁	衅	jɐn22	jɐn22	jan6	2002年楊煥典《現代漢語方言音庫(字庫)》P411-412		
B684	倫	伦	lɐn21	lɐn21	lan4	2002年楊煥典《現代漢語方言音庫(字庫)》P411-412		
B685	論	论	lɐn22	lɐn22	lan6	2002年楊煥典《現代漢語方言音庫(字庫)》P411-412		
B703	勳	勋	wɐn55	wɐn55	wan1	2002年楊煥典《現代漢語方言音庫(字庫)》P411-412		
B716	囊	囊	nɔŋ21	nɔŋ21	nong4	2002年楊煥典《現代漢語方言音庫(字庫)》P413-414		
B726	昂	昂	ŋɔŋ21	ŋɔŋ21	ngong4	2002年楊煥典《現代漢語方言音庫(字庫)》P413-414		
B745	匡	匡	hɔŋ55	hɔŋ55	hong1	2002年楊煥典《現代漢語方言音庫(字庫)》P413-414		
B758	蓬	蓬	phuŋ21	pʰʊŋ21	pung4	2002年楊煥典《現代漢語方言音庫(字庫)》P413-414		
B759	萌	萌	mɐŋ21	mɐŋ21	mang4	2002年楊煥典《現代漢語方言音庫(字庫)》P413-414		原文誤作[meŋ21]
B764	奉	奉	fung22	fʊŋ22	fung6	2002年楊煥典《現代漢語方言音庫(字庫)》P415-416		
B782	仍	仍	jeŋ21	jeŋ21	jing4	2002年楊煥典《現代漢語方言音庫(字庫)》P415-416		
B787	亨	亨	hɐŋ55	hɐŋ55	hang1	2002年楊煥典《現代漢語方言音庫(字庫)》P415-416		
B793	稟	禀	pɐn35	pɐn35	ban2	2002年楊煥典《現代漢語方言音庫(字庫)》P415-416		
B805	傾	倾	kheŋ55	kʰeŋ55	king1	2002年楊煥典《現代漢語方言音庫(字庫)》P415-416		
B807	頃	顷	kheŋ35	kʰeŋ35	king2	2002年楊煥典《現代漢語方言音庫(字庫)》P417-418		
B821	螢	萤	jeŋ21	jeŋ21	jing4	2002年楊煥典《現代漢語方言音庫(字庫)》P417-418		
B833	嵩	嵩	ɬuŋ55	ɬʊŋ55	slung1	2002年楊煥典《現代漢語方言音庫(字庫)》P417-418		
B841	崇	崇	tshuŋ21	tʃʰʊŋ21	cung4	2002年楊煥典《現代漢語方言音庫(字庫)》P417-418		
B842	寵	宠	tshuŋ35	tʃʰʊŋ35	cung2	2002年楊煥典《現代漢語方言音庫(字庫)》P417-418		
B853	恐	恐	khuŋ35	kʰʊŋ35	kung2	2002年楊煥典《現代漢語方言音庫(字庫)》P419-420		
B862	雍	雍	juŋ55	jʊŋ55	jung1	2002年楊煥典《現代漢語方言音庫(字庫)》P419-420		
